"","term","estimate","std.error","conf.low","conf.high","model_index"
"214","rural_factor4",-0.539013908288081,0.40173987236215,-1.32640958927161,0.248381772695451,17
"215","rural_factor5",-0.784848139328569,0.466653004986488,-1.69947122237948,0.129774943722338,17
"216","rural_factor6",-0.970133062176655,0.541870170946668,-2.03217908152869,0.0919129571753764,17
"217","ER_annual_percapita_z:intervention2017",-0.077747655169941,0.161442708901933,-0.394169550184314,0.238674239844432,17
"218","OXYCODONE_annual_percapita_z:intervention2017",0.106776932524857,0.152617617575926,-0.192348101330265,0.405901966379979,17
"219","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.195387722749109,0.153057741885068,-0.49537538439887,0.104599938900652,17
"220","(Intercept)",-8.99762718674899,0.278441300901974,-9.54336210832534,-8.45189226517264,18
"221","ER_annual_percapita_z",-0.219239222565438,0.128811380478551,-0.471704889102285,0.0332264439714082,18
"222","OXYCODONE_annual_percapita_z",-0.250681952167923,0.156497914449706,-0.557412228144976,0.0560483238091306,18
"223","METHADONE_annual_percapita_z",-0.0660883384286195,0.142301127436464,-0.344993423163534,0.212816746306294,18
"224","intervention2017",-0.153892937944264,0.12297623228398,-0.394921924175298,0.0871360482867692,18
"225","poverty_rate_z",-0.274850152850772,0.21905041650775,-0.704181080004459,0.154480774302916,18
"226","disability_rate_z",0.109499660603449,0.267124776155221,-0.414055280039107,0.633054601246006,18
"227","noinsurance_rate_z",-0.0589373093354626,0.206620012354656,-0.463905092035809,0.346030473364884,18
"228","rural_factor3",-1.25486352077733,0.466655363279437,-2.16949122599748,-0.340235815557174,18
"229","rural_factor4",-0.491414843434979,0.444377768104983,-1.36237926445104,0.37954957758108,18
"230","rural_factor5",-0.960745964873858,0.513617824268674,-1.96741840225828,0.0459264725105651,18
"231","rural_factor6",-1.04143047246708,0.525416792586616,-2.0712284628094,-0.011632482124764,18
"232","ER_annual_percapita_z:intervention2017",-0.0701858420334614,0.163658779322907,-0.390951155260147,0.250579471193224,18
"233","OXYCODONE_annual_percapita_z:intervention2017",0.0560073387500444,0.130562753149076,-0.199890955144538,0.311905632644627,18
"234","METHADONE_annual_percapita_z:intervention2017",0.147273590655161,0.133487043100372,-0.114356206224314,0.408903387534636,18
"235","(Intercept)",-8.94932707444476,0.298490300058635,-9.53435731229424,-8.36429683659529,19
"236","ER_annual_percapita_z",-0.200702391222394,0.136111351189605,-0.467475737441102,0.0660709549963144,19
"237","OXYCODONE_annual_percapita_z",-0.200060171693532,0.130303588123769,-0.45545051147246,0.0553301680853966,19
"238","rural_factor3",-1.311901839597,0.471787319115929,-2.23658799342693,-0.387215685767077,19
"239","rural_factor4",-0.697245494775607,0.446388197782396,-1.57215028555285,0.177659296001631,19
"240","rural_factor5",-0.974056198641929,0.509804653857138,-1.97325495935283,0.0251425620689706,19
"241","rural_factor6",-1.4175229007866,0.611899578547306,-2.61682403689455,-0.218221764678639,19
"242","intervention2017",-0.304219176659057,0.122546259934805,-0.544405432571359,-0.0640329207467541,19
"243","poverty_rate_z",-0.277483900761458,0.236116246379029,-0.740263239829142,0.185295438306225,19
"244","disability_rate_z",0.129378629018721,0.269086075883221,-0.398020388453603,0.656777646491046,19
"245","noinsurance_rate_z",-0.0527152381652735,0.201398221765873,-0.447448499376795,0.342018023046248,19
"246","ER_annual_percapita_z:intervention2017",-0.0627834388169096,0.173404979344982,-0.402650953072986,0.277084075439167,19
"247","OXYCODONE_annual_percapita_z:intervention2017",-0.0808204557724855,0.129328186049995,-0.33429904261637,0.172658131071399,19
"248","rural_factor3:intervention2017",0.146968230995577,0.209512699236567,-0.263669113811867,0.557605575803022,19
"249","rural_factor4:intervention2017",0.399523507333724,0.221352328833844,-0.0343190850746773,0.833366099742126,19
"250","rural_factor5:intervention2017",-0.0440462400900224,0.291657598068037,-0.615684628120833,0.527592147940788,19
"251","rural_factor6:intervention2017",0.689407499622739,0.51283488605852,-0.315730407067663,1.69454540631314,19
"252","(Intercept)",-8.99789876249983,0.321589179473973,-9.6282019720866,-8.36759555291305,20
"253","ER_annual_percapita_z",-0.167291378091671,0.130562024658098,-0.423188244170173,0.088605487986831,20
"254","BUPRENORPHINE_annual_percapita_z",0.302202223855703,0.200842238232598,-0.0914413296546033,0.695845777366008,20
"255","METHADONE_annual_percapita_z",-0.15113198875217,0.118799801526631,-0.383975321114874,0.0817113436105343,20
"256","intervention2017",-0.189583192190629,0.116257499810482,-0.417443704751846,0.0382773203705878,20
"257","poverty_rate_z",-0.0485274965487442,0.252561247931041,-0.543538446384076,0.446483453286587,20
"258","disability_rate_z",-0.133068706942521,0.268402782634325,-0.659128494256131,0.392991080371088,20
"259","noinsurance_rate_z",-0.24503373213463,0.231096823919885,-0.697975183959199,0.207907719689938,20
"260","rural_factor3",-1.15545113703908,0.466409380971034,-2.06959672579393,-0.241305548284233,20
"261","rural_factor4",-0.668816054042448,0.435637523075383,-1.52264990958443,0.185017801499539,20
"262","rural_factor5",-1.03464472679676,0.498311677366036,-2.01131766750993,-0.057971786083588,20
"263","rural_factor6",-0.928748491102548,0.562296370513166,-2.03082912594594,0.173332143740848,20
"264","ER_annual_percapita_z:intervention2017",-0.108752341120735,0.166436440428642,-0.434961770075919,0.21745708783445,20
"265","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.084253286907204,0.127441339690329,-0.334033722841783,0.165527149027375,20
"266","METHADONE_annual_percapita_z:intervention2017",0.0631476030833636,0.122859689095636,-0.177652962695871,0.303948168862598,20
"267","(Intercept)",-9.04033561838224,0.288183025713161,-9.60516396973582,-8.47550726702867,21
"268","ER_annual_percapita_z",-0.248562032340102,0.144507008725532,-0.53179056495576,0.0346665002755555,21
"269","BUPRENORPHINE_annual_percapita_z",0.435176636610477,0.204242474345871,0.0348687427792232,0.83548453044173,21
"270","rural_factor3",-1.11317325710294,0.46154168372983,-2.01777833457738,-0.208568179628493,21
"271","rural_factor4",-0.904412810372871,0.432163004560767,-1.75143673476259,-0.0573888859831486,21
"272","rural_factor5",-0.920624264276081,0.490835305836032,-1.88264378605541,0.0413952575032436,21
"273","rural_factor6",-1.2166262673002,0.606313285381881,-2.40497846999684,-0.0282740646035531,21
"274","intervention2017",-0.162805073009961,0.0834566930654202,-0.326377185686998,0.000767039667076613,21
"275","poverty_rate_z",-0.0955578517447932,0.226337913960697,-0.539172011443686,0.348056307954099,21
"276","disability_rate_z",-0.152423806058582,0.249402861462774,-0.641244432166852,0.336396820049689,21
"277","noinsurance_rate_z",-0.232120927703152,0.225350233498567,-0.673799269268035,0.209557413861731,21
"278","ER_annual_percapita_z:intervention2017",-0.0117792924950424,0.177940448437435,-0.360536162825322,0.336977577835237,21
"279","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.253238681384463,0.143806523171679,-0.535094287542878,0.0286169247739515,21
"280","rural_factor3:intervention2017",-0.0197121537917236,0.228365535954013,-0.467300379571775,0.427876071988328,21
"281","rural_factor4:intervention2017",0.499096632895346,0.218871408253934,0.0701165554720733,0.928076710318619,21
"282","rural_factor5:intervention2017",-0.121685489336616,0.281931739611069,-0.674261545073035,0.430890566399803,21
"283","rural_factor6:intervention2017",0.521562726649511,0.515513609452766,-0.488825381418157,1.53195083471718,21
"284","(Intercept)",-8.91474222188612,0.310359695200333,-9.5230360467316,-8.30644839704064,22
"285","ER_annual_percapita_z",-0.274600236297801,0.142732994024308,-0.554351763991016,0.00515129139541443,22
"286","METHADONE_annual_percapita_z",-0.18726998288905,0.119884014995634,-0.422238334602553,0.0476983688244532,22
"287","rural_factor3",-1.35283216226597,0.480895020145853,-2.2953690820965,-0.410295242435431,22
"288","rural_factor4",-0.847150271863292,0.460408896412879,-1.74953512699437,0.0552345832677826,22
"289","rural_factor5",-1.15990958580081,0.518921986602584,-2.17697799032786,-0.142841181273773,22
"290","rural_factor6",-1.30835119493374,0.609839701532564,-2.50361504628022,-0.113087343587256,22
"291","intervention2017",-0.201119465717463,0.119295666267609,-0.434934675113685,0.0326957436787604,22
"292","poverty_rate_z",-0.147555641570233,0.235073730771594,-0.608291687594022,0.313180404453555,22
"293","disability_rate_z",0.0179165666266746,0.258464440459987,-0.488664427959198,0.524497561212547,22
"294","noinsurance_rate_z",-0.0938443609132368,0.204649637049561,-0.494950278979569,0.307261557153096,22
"295","ER_annual_percapita_z:intervention2017",-0.0458469365792863,0.178355864074063,-0.395418006595972,0.303724133437399,22
"296","METHADONE_annual_percapita_z:intervention2017",0.0621377133500717,0.125169672725975,-0.183190337149505,0.307465763849648,22
"297","rural_factor3:intervention2017",0.126102593982076,0.211770938633194,-0.288960818711226,0.541166006675379,22
"298","rural_factor4:intervention2017",0.356677399349647,0.208036082196733,-0.0510658292407629,0.764420627940057,22
"299","rural_factor5:intervention2017",-0.115942253230886,0.285334806802299,-0.675188198099086,0.443303691637313,22
"300","rural_factor6:intervention2017",0.544986212430823,0.515096341368818,-0.464584065220409,1.55455649008205,22
"301","(Intercept)",-9.10328000662823,0.311423464635251,-9.713658781254,-8.49290123200245,23
"302","OXYCODONE_annual_percapita_z",-0.411271172113075,0.167654128838364,-0.739867226495706,-0.0826751177304436,23
"303","BUPRENORPHINE_annual_percapita_z",0.583077991496401,0.203680796178768,0.183870966643572,0.982285016349229,23
"304","METHADONE_annual_percapita_z",0.117955931978968,0.147259997949618,-0.170668360365726,0.406580224323662,23
"305","intervention2017",-0.241703096208797,0.139167420501929,-0.51446622821392,0.0310600357963252,23
"306","poverty_rate_z",-0.222415475214785,0.260506586880507,-0.732999003236033,0.288168052806463,23
"307","disability_rate_z",-0.0135320417720076,0.266199501563899,-0.535273477539763,0.508209393995747,23
"308","noinsurance_rate_z",-0.267322138886723,0.221290293302385,-0.701043143887703,0.166398866114257,23
"309","rural_factor3",-0.90639608802096,0.441605110520713,-1.77192620003039,-0.0408659760115325,23
"310","rural_factor4",-0.395086517850651,0.423018031636075,-1.22418662466838,0.434013588967081,23
"311","rural_factor5",-0.556570689390587,0.50414236702957,-1.54467157184932,0.431530193068145,23
"312","rural_factor6",-1.00387851350558,0.548693607248503,-2.07929822226001,0.0715411952488509,23
"313","OXYCODONE_annual_percapita_z:intervention2017",0.0257910456468418,0.167645206696506,-0.302787521659083,0.354369612952766,23
"314","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.275174141203968,0.152788960987056,-0.574635001973892,0.0242867195659569,23
"315","METHADONE_annual_percapita_z:intervention2017",0.113276738765919,0.1317119220317,-0.14487388475076,0.371427362282598,23
"316","(Intercept)",-9.00497461617602,0.309013207075085,-9.6106293727904,-8.39931985956163,24
"317","OXYCODONE_annual_percapita_z",-0.261466112133906,0.141693368956177,-0.539180012136159,0.0162477878683458,24
"318","BUPRENORPHINE_annual_percapita_z",0.512191163759131,0.212959790820997,0.094797643594793,0.92958468392347,24
"319","rural_factor3",-0.995423852873967,0.472164097100756,-1.92084847798432,-0.0699992277636122,24
"320","rural_factor4",-0.674230879538143,0.43231200245142,-1.52154683442732,0.173085075351031,24
"321","rural_factor5",-0.663526355879929,0.508008020541069,-1.65920377999791,0.332151068238049,24
"322","rural_factor6",-1.22271963687511,0.628081399159316,-2.4537365585869,0.00829728483667136,24
"323","intervention2017",-0.376393589192948,0.161086124507038,-0.692116591635877,-0.0606705867500184,24
"324","poverty_rate_z",-0.147372941483192,0.254719588386526,-0.646614160877649,0.351868277911266,24
"325","disability_rate_z",0.00520878015677366,0.273418596740723,-0.530681822158525,0.541099382472072,24
"326","noinsurance_rate_z",-0.282975491905102,0.225864773431871,-0.72566231320787,0.159711329397665,24
"327","OXYCODONE_annual_percapita_z:intervention2017",-0.0886075502718641,0.179248485322779,-0.439928125787867,0.262713025244138,24
"328","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.261334748048638,0.188865773622196,-0.631504862260436,0.10883536616316,24
"329","rural_factor3:intervention2017",0.146434194175571,0.225526448316456,-0.295589522085916,0.588457910437058,24
"330","rural_factor4:intervention2017",0.322249152695537,0.209037561280981,-0.0874569388312696,0.731955244222343,24
"331","rural_factor5:intervention2017",-0.142905703126099,0.30007997186876,-0.73105164047066,0.445240234218462,24
"332","rural_factor6:intervention2017",0.375980535026888,0.510900685023017,-0.625366407295067,1.37732747734884,24
"333","(Intercept)",-8.97838543343711,0.445810854237538,-9.85215865165972,-8.1046122152145,25
"334","OXYCODONE_annual_percapita_z",-0.171823118662049,0.183234346896188,-0.530955839309295,0.187309601985198,25
"335","METHADONE_annual_percapita_z",-0.0554637474606842,0.150791498260429,-0.351009653225959,0.240082158304591,25
"336","rural_factor3",-1.23413068974609,0.502571855171069,-2.21915342552487,-0.249107953967317,25
"337","rural_factor4",-0.596816630267226,0.487775980229281,-1.55283998404034,0.359206723505887,25
"338","rural_factor5",-0.909612159058305,0.577360883059367,-2.04121869593691,0.221994377820296,25
"339","rural_factor6",-1.3612194491553,0.709057969429688,-2.75094753218859,0.0285086338779916,25
"340","intervention2017",-0.358058553367911,0.143689857246064,-0.639685498513898,-0.0764316082219242,25
"341","poverty_rate_z",-0.265601991699751,0.405928230064489,-1.06120670293424,0.530002719534737,25
"342","disability_rate_z",0.141341873940918,0.307810149461942,-0.461954933080379,0.744638680962215,25
"343","noinsurance_rate_z",-0.0911387620593874,0.214655575423793,-0.511855958970743,0.329578434851968,25
"344","OXYCODONE_annual_percapita_z:intervention2017",-0.193308993624667,0.143838496287746,-0.475227265939047,0.0886092786897135,25
"345","METHADONE_annual_percapita_z:intervention2017",0.0664328409792356,0.137454613342641,-0.202973250681219,0.33583893263969,25
"346","rural_factor3:intervention2017",0.329552750999796,0.188377165994646,-0.0396597098594345,0.698765211859026,25
"347","rural_factor4:intervention2017",0.319873136400053,0.205758642473421,-0.0834063923557057,0.723152665155812,25
"348","rural_factor5:intervention2017",0.00765185031466406,0.286451608016156,-0.553782984710587,0.569086685339915,25
"349","rural_factor6:intervention2017",0.524150721748502,0.503847171104644,-0.463371587328991,1.51167303082599,25
"350","(Intercept)",-8.99408381968388,0.336932462128502,-9.65445931067815,-8.33370832868961,26
"351","BUPRENORPHINE_annual_percapita_z",0.415038061374175,0.216069729822817,-0.00845082722784729,0.838526949976197,26
"352","METHADONE_annual_percapita_z",-0.113704734318097,0.122485756589916,-0.353772405853471,0.126362937217278,26
"353","rural_factor3",-1.07158764726443,0.491410353984368,-2.03473424270388,-0.108441051824993,26
"354","rural_factor4",-0.797867039193489,0.458981687294423,-1.69745461585398,0.101720537467004,26
"355","rural_factor5",-0.912046809915182,0.52899483792553,-1.94885764025682,0.124764020426459,26
"356","rural_factor6",-1.18615783772075,0.645521672955089,-2.45135706795277,0.0790413925112652,26
"357","intervention2017",-0.234002121418862,0.123128088152874,-0.475328739683767,0.00732449684604367,26
"358","poverty_rate_z",-0.0352570396296121,0.270013799462309,-0.564474361904558,0.493960282645333,26
"359","disability_rate_z",-0.113607941946967,0.281854288526703,-0.666032196347465,0.438816312453531,26
"360","noinsurance_rate_z",-0.293480064499542,0.23809451200232,-0.760136732940729,0.173176603941645,26
"361","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.263156887234297,0.141840591399535,-0.541159337923248,0.0148455634546539,26
"362","METHADONE_annual_percapita_z:intervention2017",-0.0269954837022838,0.123013966432804,-0.268098427505999,0.214107460101432,26
"363","rural_factor3:intervention2017",0.18841244958559,0.210370344345494,-0.223905848746868,0.600730747918048,26
"364","rural_factor4:intervention2017",0.301934785317089,0.193934199406395,-0.0781692608900542,0.682038831524233,26
"365","rural_factor5:intervention2017",-0.136042750382663,0.281017311766506,-0.686826560477278,0.414741059711953,26
"366","rural_factor6:intervention2017",0.290159649245331,0.500634714189959,-0.691066359977492,1.27138565846815,26
"367","(Intercept)",-9.05959852005061,0.285032389812043,-9.6182517385096,-8.50094530159163,27
"368","ER_annual_percapita_z",-0.187621714936162,0.130191807492118,-0.442792968702886,0.0675495388305613,27
"369","OXYCODONE_annual_percapita_z",-0.37406770026184,0.165297294390513,-0.698044444009161,-0.0500909565145192,27
"370","BUPRENORPHINE_annual_percapita_z",0.45793634376962,0.200845768890216,0.0642858702975408,0.851586817241699,27
"371","METHADONE_annual_percapita_z",0.0509738491412056,0.146156459731486,-0.235487548040385,0.337435246322796,27
"372","intervention2017",-0.216101780362899,0.141230013443279,-0.492907520247834,0.0607039595220362,27
"373","poverty_rate_z",-0.212687144345493,0.228847446363304,-0.661219897171532,0.235845608480545,27
"374","disability_rate_z",-0.00774215598882977,0.258166145518216,-0.51373850323206,0.498254191254401,27
"375","noinsurance_rate_z",-0.223947933707259,0.218179397227076,-0.651571694440987,0.203675827026469,27
"376","rural_factor3",-1.06112829193797,0.438044793307962,-1.91968031043686,-0.20257627343907,27
"377","rural_factor4",-0.451533374617785,0.413542846655262,-1.26206246012627,0.358995710890698,27
"378","rural_factor5",-0.677271972480988,0.494210407164329,-1.64590657130795,0.291362626345972,27
"379","rural_factor6",-0.964275855222306,0.522953203188406,-1.98924529907144,0.0606935886268271,27
"380","ER_annual_percapita_z:intervention2017",-0.0112392642897404,0.164646714234901,-0.333940894363005,0.311462365783525,27
"381","OXYCODONE_annual_percapita_z:intervention2017",0.0623385951763471,0.167603151894792,-0.266157546232842,0.390834736585536,27
"382","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.165846447131853,0.156781560119218,-0.473132658405522,0.141439764141817,27
"383","METHADONE_annual_percapita_z:intervention2017",0.147428968731626,0.134055485633738,-0.115314955040527,0.410172892503778,27
"384","(Intercept)",-8.98435181918558,NA,NA,NA,28
"385","ER_annual_percapita_z",-0.239097345598667,NA,NA,NA,28
"386","OXYCODONE_annual_percapita_z",-0.269555196734879,NA,NA,NA,28
"387","BUPRENORPHINE_annual_percapita_z",0.515472533134838,NA,NA,NA,28
"388","rural_factor3",-1.03816606156201,NA,NA,NA,28
"389","rural_factor4",-0.797893105998094,NA,NA,NA,28
"390","rural_factor5",-0.719760468104036,NA,NA,NA,28
"391","rural_factor6",-1.25317096897508,NA,NA,NA,28
"392","intervention2017",-0.300707732003934,NA,NA,NA,28
"393","poverty_rate_z",-0.161281359980321,NA,NA,NA,28
"394","disability_rate_z",0.00858780454093314,NA,NA,NA,28
"395","noinsurance_rate_z",-0.231143134810614,NA,NA,NA,28
"396","ER_annual_percapita_z:intervention2017",0.0100242231802658,NA,NA,NA,28
"397","OXYCODONE_annual_percapita_z:intervention2017",0.000699697535361416,NA,NA,NA,28
"398","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.300365750627838,NA,NA,NA,28
"399","rural_factor3:intervention2017",-0.0607737909820021,NA,NA,NA,28
"400","rural_factor4:intervention2017",0.437215881695993,NA,NA,NA,28
"401","rural_factor5:intervention2017",-0.214083226606894,NA,NA,NA,28
"402","rural_factor6:intervention2017",0.485264777825153,NA,NA,NA,28
"403","(Intercept)",-8.93440123509347,0.305669753101115,-9.5335029423349,-8.33529952785203,29
"404","ER_annual_percapita_z",-0.283916434782989,0.142936006395952,-0.564065859413041,-0.00376701015293673,29
"405","OXYCODONE_annual_percapita_z",-0.175523620811288,0.16531695093304,-0.499538890674021,0.148491649051445,29
"406","METHADONE_annual_percapita_z",-0.0944967680663477,0.148094938551189,-0.38475751391935,0.195763977786654,29
"407","rural_factor3",-1.31189569145214,0.477564347579793,-2.2479046130089,-0.375886769895379,29
"408","rural_factor4",-0.752886375844101,0.471159871581186,-1.67634275510374,0.17057000341554,29
"409","rural_factor5",-0.997999644290016,0.537410437050792,-2.0513047458255,0.0553054572454664,29
"410","rural_factor6",-1.37696569550461,0.609977059098739,-2.5724987627338,-0.181432628275424,29
"411","intervention2017",-0.277946965717916,0.13620241413761,-0.544898792035041,-0.0109951394007912,29
"412","poverty_rate_z",-0.281355997002264,0.248272947076294,-0.767962031607418,0.20525003760289,29
"413","disability_rate_z",0.143296171219581,0.27088431282797,-0.387627325900122,0.674219668339284,29
"414","noinsurance_rate_z",-0.0445234520371045,0.208227216168293,-0.452641296327995,0.363594392253786,29
"415","ER_annual_percapita_z:intervention2017",0.0215227753288246,0.181284576290933,-0.333788465154007,0.376834015811656,29
"416","OXYCODONE_annual_percapita_z:intervention2017",-0.120681571326902,0.143771502820932,-0.402468538859127,0.161105396205323,29
"417","METHADONE_annual_percapita_z:intervention2017",0.141258147961992,0.140411306189943,-0.133942955192522,0.416459251116506,29
"418","rural_factor3:intervention2017",0.111448600026363,0.212177498299555,-0.304411654970574,0.5273088550233,29
"419","rural_factor4:intervention2017",0.434094365518374,0.227053792158736,-0.0109228896659909,0.879111620702739,29
"420","rural_factor5:intervention2017",-0.0773180540870543,0.294228091871481,-0.653994517395099,0.499358409220991,29
"421","rural_factor6:intervention2017",0.594606514537868,0.521041204318159,-0.426615480387099,1.61582850946283,29
"422","(Intercept)",-8.94807368009844,0.307630406282362,-9.55101819696129,-8.34512916323559,30
